NSS.FRAC.M2.D07162.S0355.E0538.B0333132.SV,2007,162,841728,318782,-0.199589938,0.12204154
NSS.FRAC.M2.D07162.S0537.E0720.B0333233.SV,2007,162,1396736,420473,-0.176174238,0.116708303
NSS.FRAC.M2.D07162.S0720.E0901.B0333334.SV,2007,162,2246656,661989,-0.169620659,0.132604373
NSS.FRAC.M2.D07162.S0901.E1042.B0333435.SV,2007,162,4552704,869654,-0.179208647,0.146986314
NSS.FRAC.M2.D07162.S1042.E1223.B0333536.SV,2007,162,1892352,329760,-0.144717972,0.148055947
NSS.FRAC.M2.D07162.S1223.E1403.B0333637.SV,2007,162,999424,80948,-0.106500935,0.117760082
NSS.FRAC.M2.D07162.S1402.E1543.B0333738.SV,2007,162,645120,60990,-0.076193183,0.057834074
NSS.FRAC.M2.D07162.S1542.E1722.B0333839.SV,2007,162,667648,60873,-0.084748748,0.06618292
NSS.FRAC.M2.D07162.S1722.E1903.B0333940.SV,2007,162,841728,61747,-0.219844171,0.206363089
NSS.FRAC.M2.D07162.S1903.E2044.B0334041.SV,2007,162,1005568,41476,-0.218145365,0.226954067
NSS.FRAC.M2.D07162.S2044.E2227.B0334142.SV,2007,162,1904640,139625,-0.209424596,0.189350994
NSS.FRAC.M2.D07162.S2226.E0009.B0334243.SV,2007,162,4780032,672189,-0.224147397,0.167051243
NSS.FRAC.M2.D07163.S0008.E0151.B0334344.SV,2007,163,3098624,510571,-0.236822587,0.154476812
NSS.FRAC.M2.D07163.S0150.E0335.B0334445.SV,2007,163,1865728,290389,-0.286699192,0.154989444
NSS.FRAC.M2.D07163.S0334.E0517.B0334546.SV,2007,163,841728,338485,-0.248757339,0.126702105
NSS.FRAC.M2.D07163.S0516.E0659.B0334647.SV,2007,163,1306624,494012,-0.20159544,0.132596538
NSS.FRAC.M2.D07163.S0659.E0840.B0334748.SV,2007,163,2035712,499421,-0.202632629,0.150067042
NSS.FRAC.M2.D07163.S0839.E1021.B0334849.SV,2007,163,3635200,607769,-0.212142371,0.168636239
NSS.FRAC.M2.D07163.S1020.E1202.B0334950.SV,2007,163,2301952,441875,-0.210698676,0.178670937
NSS.FRAC.M2.D07163.S1201.E1342.B0335051.SV,2007,163,1103872,279073,-0.211607706,0.180945797
NSS.FRAC.M2.D07163.S1341.E1522.B0335152.SV,2007,163,518144,114687,-0.250826605,0.205881676
NSS.FRAC.M2.D07163.S1521.E1702.B0335253.SV,2007,163,1032192,212111,-0.241943313,0.188954593
NSS.FRAC.M2.D07163.S1702.E1842.B0335354.SV,2007,163,841728,171275,-0.274580933,0.193116304
NSS.FRAC.M2.D07163.S1842.E2023.B0335455.SV,2007,163,901120,128625,-0.294411415,0.165486797
NSS.FRAC.M2.D07163.S2023.E2205.B0335556.SV,2007,163,1607680,249551,-0.270444343,0.176204083
NSS.FRAC.M2.D07163.S2205.E2348.B0335657.SV,2007,163,3387392,556692,-0.236060196,0.174189452
NSS.FRAC.M2.D07163.S2347.E0130.B0335758.SV,2007,163,3246080,772521,-0.213488974,0.138465791
NSS.FRAC.M2.D07164.S0129.E0313.B0335859.SV,2007,164,2119680,460090,-0.192317339,0.115266411
NSS.FRAC.M2.D07164.S0313.E0456.B0335960.SV,2007,164,854016,635847,-0.21189009,0.135076677
NSS.FRAC.M2.D07164.S0455.E0638.B0336061.SV,2007,164,1110016,431783,-0.152034309,0.11465249
NSS.FRAC.M2.D07164.S0637.E0820.B0336162.SV,2007,164,1814528,686507,-0.170949355,0.134245093
NSS.FRAC.M2.D07164.S0820.E1001.B0336263.SV,2007,164,3166208,881085,-0.179496389,0.145888125
NSS.FRAC.M2.D07164.S1001.E1141.B0336364.SV,2007,164,3057664,734776,-0.203545267,0.183760301
NSS.FRAC.M2.D07164.S1218.E1322.B0336465.SV,2007,164,1243136,188948,-0.166457132,0.154439391
NSS.FRAC.M2.D07164.S1321.E1502.B0336566.SV,2007,164,841728,112932,-0.171544683,0.148942185
NSS.FRAC.M2.D07164.S1501.E1641.B0336667.SV,2007,164,110592,7845,-0.154025809,0.156375028
NSS.FRAC.M2.D07164.S1641.E1821.B0336768.SV,2007,164,841728,116343,-0.197412728,0.162172947
NSS.FRAC.M2.D07164.S1820.E2002.B0336869.SV,2007,164,843776,121100,-0.159087594,0.143192595
NSS.FRAC.M2.D07164.S2001.E2144.B0336970.SV,2007,164,1392640,321190,-0.184611785,0.149993172
NSS.FRAC.M2.D07164.S2144.E2327.B0337071.SV,2007,164,4818944,880014,-0.179231521,0.144539584
NSS.FRAC.M2.D07164.S2326.E0109.B0337172.SV,2007,164,3448832,1024937,-0.173702728,0.111239207
NSS.FRAC.M2.D07165.S0108.E0251.B0337273.SV,2007,165,2430976,830750,-0.185145734,0.109722448
NSS.FRAC.M2.D07165.S0250.E0435.B0337374.SV,2007,165,1003520,356432,-0.136582419,0.094295447
NSS.FRAC.M2.D07165.S0434.E0617.B0337475.SV,2007,165,946176,300428,-0.128139406,0.102003921
NSS.FRAC.M2.D07165.S0616.E0759.B0337576.SV,2007,165,1630208,472884,-0.141725895,0.119543806
NSS.FRAC.M2.D07165.S0758.E0940.B0337677.SV,2007,165,2793472,688833,-0.135338812,0.117119396
NSS.FRAC.M2.D07165.S0939.E1120.B0337778.SV,2007,165,4900864,843374,-0.137615594,0.111214326
NSS.FRAC.M2.D07165.S1119.E1301.B0337879.SV,2007,165,1417216,183068,-0.130559411,0.119939225
NSS.FRAC.M2.D07165.S1300.E1440.B0337980.SV,2007,165,843776,78584,-0.160707882,0.120557726
NSS.FRAC.M2.D07165.S1440.E1620.B0338081.SV,2007,165,106496,6628,-0.128247074,0.112107765
NSS.FRAC.M2.D07165.S1620.E1801.B0338182.SV,2007,165,843776,107747,-0.127079749,0.105594829
NSS.FRAC.M2.D07165.S1801.E1942.B0338283.SV,2007,165,841728,74588,-0.129249673,0.098990288
NSS.FRAC.M2.D07165.S2123.E2305.B0338485.SV,2007,165,2922496,609085,-0.129392167,0.095402823
NSS.FRAC.M2.D07165.S2305.E0048.B0338586.SV,2007,165,3694592,871844,-0.134390728,0.102456367
NSS.FRAC.M2.D07166.S0047.E0230.B0338687.SV,2007,166,2830336,399681,-0.154562613,0.129120866
NSS.FRAC.M2.D07166.S0229.E0413.B0338788.SV,2007,166,1306624,218558,-0.201882501,0.151099418
NSS.FRAC.M2.D07166.S0413.E0556.B0338889.SV,2007,166,851968,93808,-0.10750381,0.077441081
NSS.FRAC.M2.D07166.S0555.E0738.B0338990.SV,2007,166,1513472,394167,-0.169258241,0.105129281
NSS.FRAC.M2.D07166.S0737.E0919.B0339091.SV,2007,166,2473984,657354,-0.16810657,0.118309532
NSS.FRAC.M2.D07166.S0918.E1100.B0339192.SV,2007,166,5453824,1074195,-0.171109088,0.123485125
NSS.FRAC.M2.D07166.S1059.E1240.B0339293.SV,2007,166,1642496,394000,-0.121985459,0.091518755
NSS.FRAC.M2.D07166.S1239.E1419.B0339394.SV,2007,166,913408,114900,-0.089291714,0.080740841
NSS.FRAC.M2.D07166.S1419.E1600.B0339495.SV,2007,166,1030144,78460,-0.088139291,0.08344582
NSS.FRAC.M2.D07166.S1600.E1740.B0339596.SV,2007,166,512000,19903,-0.08107287,0.068942495
NSS.FRAC.M2.D07166.S1739.E1921.B0339697.SV,2007,166,843776,27257,-0.18354674,0.145667768
NSS.FRAC.M2.D07166.S1920.E2102.B0339798.SV,2007,166,1101824,75107,-0.161960829,0.172708484
NSS.FRAC.M2.D07166.S2101.E2244.B0339899.SV,2007,166,2260992,301466,-0.118966572,0.125389977
NSS.FRAC.M2.D07166.S2244.E0027.B0339900.SV,2007,166,4102144,658687,-0.159491922,0.126473665
NSS.FRAC.M2.D07167.S0026.E0209.B0340001.SV,2007,167,3000320,391920,-0.171309618,0.132600746
NSS.FRAC.M2.D07167.S0208.E0352.B0340102.SV,2007,167,1607680,399627,-0.221961597,0.134807519
NSS.FRAC.M2.D07167.S0352.E0535.B0340203.SV,2007,167,841728,167814,-0.141569803,0.109060637
NSS.FRAC.M2.D07167.S0534.E0717.B0340304.SV,2007,167,1423360,279942,-0.138773786,0.105145018
NSS.FRAC.M2.D07167.S0716.E0858.B0340405.SV,2007,167,2211840,464000,-0.145910838,0.10998979
NSS.FRAC.M2.D07167.S0857.E1039.B0340506.SV,2007,167,4194304,902901,-0.157283209,0.126862947
NSS.FRAC.M2.D07167.S1038.E1220.B0340607.SV,2007,167,1953792,495963,-0.142585095,0.098447347
NSS.FRAC.M2.D07167.S1219.E1359.B0340708.SV,2007,167,1017856,322737,-0.132376211,0.097590977
NSS.FRAC.M2.D07167.S1359.E1539.B0340809.SV,2007,167,673792,240388,-0.121845315,0.090628073
NSS.FRAC.M2.D07167.S1539.E1719.B0340910.SV,2007,167,636928,198562,-0.114031674,0.088117834
NSS.FRAC.M2.D07167.S1718.E1900.B0341011.SV,2007,167,841728,141695,-0.153945318,0.124776721
NSS.FRAC.M2.D07167.S1859.E2041.B0341112.SV,2007,167,985088,193391,-0.148376126,0.112837219
NSS.FRAC.M2.D07167.S2040.E2223.B0341213.SV,2007,167,1849344,312484,-0.122739527,0.11251317
NSS.FRAC.M2.D07167.S2222.E0005.B0341314.SV,2007,167,4964352,933958,-0.162831943,0.12810473
NSS.FRAC.M2.D07168.S0005.E0148.B0341415.SV,2007,168,3164160,678899,-0.158122527,0.11708163
NSS.FRAC.M2.D07168.S0147.E0331.B0341516.SV,2007,168,1830912,523763,-0.167390875,0.109259144
NSS.FRAC.M2.D07168.S0331.E0513.B0341617.SV,2007,168,843776,336853,-0.155179082,0.111766408
NSS.FRAC.M2.D07168.S0513.E0656.B0341718.SV,2007,168,1282048,323214,-0.147023575,0.120993661
